Strategy Name,Ticker,Model Name,Model Number,Feature Set ID,CAGR (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Volatility,Win Rate (%),Number of Trades,Information Ratio,Strategy Plot Link,Portfolio Value Plot Link
vol_adjusted_momentum,GOOG,,,,12.5,0.51,0.69,0.43,-29.35,0.2134,33.33,6,-0.0464,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,1,FS_1,3.01,0.11,0.16,0.09,-35.29,0.2469,25.77,194,-0.0829,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,2,FS_2,6.07,0.23,0.33,0.18,-33.16,0.2451,24.79,242,-0.0723,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,3,FS_3,14.67,0.56,0.8,0.38,-38.8,0.2382,33.52,176,-0.0448,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,4,FS_4,14.2,0.54,0.77,0.45,-31.29,0.2449,28,250,-0.0476,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,5,FS_5,5.91,0.3,0.5,0.8,-7.35,0.1025,29.07,86,-0.0525,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,6,FS_6,-3.2,-0.57,-0.83,-0.11,-30.2,0.1036,29.63,54,-0.0721,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,7,FS_7,16.85,0.62,0.85,0.42,-40.03,0.2506,33.72,172,-0.0409,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,8,FS_8,19.6,0.82,1.23,0.63,-30.98,0.2059,36.27,102,-0.0288,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,9,FS_9,4.92,0.23,0.41,0.78,-6.31,0.0847,28.85,52,-0.0538,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,10,FS_10,22.88,0.79,1.08,0.78,-29.42,0.265,36.05,172,-0.0253,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,11,FS_11,6.51,0.3,0.49,0.62,-10.45,0.1322,28.26,138,-0.0527,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,12,FS_12,13.29,0.5,0.69,0.39,-33.69,0.2501,31.69,142,-0.0516,Open Strategy Plot,Open Portfolio Plot
xgboost,GOOG,xgb,13,FS_13,8.68,0.38,0.59,0.43,-20.41,0.1739,32.41,108,-0.0511,Open Strategy Plot,Open Portfolio Plot
