Date,Close,High,Low,Open,Volume
2021-01-04,59.4625358581543,60.3486413891345,58.92154166714434,60.33931905625424,11249900
2021-01-05,58.72566223144531,59.49984278879573,58.277944769588316,59.397240203301855,11005700
2021-01-06,58.58522415161133,59.315548644914315,57.96725644841081,58.304330390476174,8685400
2021-01-07,59.05337905883789,59.68071188429635,58.84738864275335,58.84738864275335,7382800
2021-01-08,59.34363555908203,59.4934457906112,58.90356644132114,59.156371876731164,7751700
2021-01-11,59.01591873168945,59.521529564039135,58.83802021145859,58.94101540750287,6284700
2021-01-12,58.44477081298828,59.00656186210599,58.22005725074733,58.9878351366263,7758200
2021-01-13,58.107704162597656,58.60394991819596,58.02343567846229,58.35114446578987,8298000
2021-01-14,57.6769905090332,58.2106896616775,57.592722033786345,58.117059609962105,10258600
2021-01-15,57.84552001953125,58.05151039292,57.311820935530456,57.676983090714465,7532600
2021-01-19,57.38673782348633,58.32305267038247,57.20883571665114,58.14515056354728,8903400
2021-01-20,57.63954544067383,58.07961100656297,57.25565648179813,57.46164332711043,7025000
2021-01-21,57.311824798583984,57.9110656650985,57.04029266477044,57.72380557313069,6943600
2021-01-22,56.51596450805664,57.25565409141988,55.93545030535427,57.059025259808486,9896700
2021-01-25,57.02157211303711,57.06838713816372,55.9635354007398,56.5346879938539,8524700
2021-01-26,57.864253997802734,58.08897112165625,56.9653926459037,57.17138304512296,8186500
2021-01-27,58.566497802734375,59.15637720515697,57.46164590627972,57.489737782805165,14789000
2021-01-28,57.32120132446289,59.21255791718085,57.274382720420164,58.566498327674616,11166400
2021-01-29,56.58150863647461,57.58336527503128,56.375518219357524,57.26501807210388,11451800
2021-02-01,57.59272384643555,58.060881263262154,56.871764567669295,57.040297951709846,10553500
2021-02-02,58.397953033447266,58.91292545872133,57.86425388357591,57.93916078196505,10528000
2021-02-03,58.210693359375,58.753757694742234,58.032794821112155,58.220058508195955,9933500
2021-02-04,59.31554412841797,59.3529975795196,58.28559922542675,58.50095121162464,9928700
2021-02-05,59.54962158203125,59.9896906937837,59.25000112306376,59.455991528013016,9170200
2021-02-08,59.09083557128906,59.80243334371577,58.83803011257276,59.72753000692464,7003400
2021-02-09,59.61516571044922,59.78370267180599,58.90356798497663,59.062743369261476,5437400
2021-02-10,59.24063491821289,59.83051421336499,58.922287758960984,59.77433404228854,9577500
2021-02-11,58.70693588256836,59.89605605063116,58.313681827955484,59.51216714375713,7690800
