Date,Close,High,Low,Open,Volume
2021-01-04,13.07745361328125,13.614972534629288,12.926868655114351,13.068229351372885,560640000
2021-01-05,13.367903709411621,13.406546891432267,13.051027144104747,13.063741770518265,322760000
2021-01-06,12.579825401306152,13.20859212779039,12.551404137533451,13.186153937581938,580424000
2021-01-07,13.307321548461914,13.340979313282,12.851079561663786,12.931856295126039,461480000
2021-01-08,13.240253448486328,13.384106839169371,13.006148952979984,13.325768310454082,292528000
2021-01-11,13.584056854248047,13.922624053204572,13.325768975700742,13.381863973703096,518344000
2021-01-12,13.447683334350586,13.716692447420863,13.308317946514132,13.714697138465636,291476000
2021-01-13,13.494553565979004,13.587547513691526,13.348207455464507,13.45291837429401,210028000
2021-01-14,13.163965225219727,13.562366985194982,13.144269871017764,13.53768526071532,283120000
2021-01-15,12.824151039123535,13.288620501527758,12.813181596075031,13.191637842829286,277780000
2021-01-19,12.989447593688965,13.058008048162339,12.808695229598227,12.980471556161469,226188000
2021-01-20,13.329011917114258,13.39358365748199,13.020861249221939,13.075709424179557,258572000
2021-01-21,13.82938003540039,13.960767975310594,13.216569184288273,13.381613930608045,337780000
2021-01-22,13.67480754852295,13.803702799106055,13.589791977354604,13.702232110393947,246820000
2021-01-25,13.61571979522705,13.79048812266603,13.200115399995862,13.743866560222088,251112000
2021-01-26,13.39831829071045,13.607241759671473,13.350699078366457,13.54316838330185,163980000
2021-01-27,12.882242202758789,13.196375916108444,12.758582504651379,13.193633079637165,371272000
2021-01-28,13.015124320983887,13.303081235490758,12.924873214198879,12.96052533062159,228316000
2021-01-29,12.954044342041016,13.29809628981569,12.87600950015219,13.039059912250814,271552000
2021-02-01,13.200613975524902,13.23427078347325,12.867282328759186,13.0173689240045,217204000
2021-02-02,13.519487380981445,13.5346947182692,13.248982232592178,13.361921677094712,220440000
2021-02-03,13.493309020996094,13.893455987895509,13.479347563771617,13.598518301922557,245408000
2021-02-04,13.626692771911621,13.635917035386877,13.30109025171487,13.493808787423216,201340000
2021-02-05,13.55363941192627,13.699488109257775,13.508513860160853,13.687271836444868,169152000
2021-02-08,14.399060249328613,14.433963887267076,13.689515891627082,13.689515891627082,434624000
2021-02-09,14.224042892456055,14.543162957851855,14.183404405717019,14.301329248326892,287560000
2021-02-10,14.723665237426758,14.86402826968488,14.302077788975735,14.423492995939768,485352000
2021-02-11,15.208829879760742,15.230271368597624,14.883975869271497,14.93907417108014,450828000
2021-02-12,14.920124053955078,15.249216856966784,14.73438534273761,15.00862997928257,374756000
2021-02-16,15.288110733032227,15.330245229763257,14.908905968770373,15.022842106467083,321960000
2021-02-17,14.865025520324707,15.181652869069381,14.739371474363644,15.12929646180481,274756000
2021-02-18,14.788237571716309,14.832365470383227,14.534935121166765,14.688512077666529,233868000
2021-02-19,14.885470390319824,15.135281542586627,14.805939546070965,14.983200582071147,271724000
2021-02-22,14.316287994384766,15.091650900192912,14.285622248231503,14.734135890727472,325884000
2021-02-23,14.103127479553223,14.199611797390215,13.352695375792258,14.036560433142531,391780000
2021-02-24,14.459144592285156,14.466873798767557,13.718186928105693,14.08392951702053,448320000
2021-02-25,13.270920753479004,14.335237389749665,13.179922110478243,14.006892084424166,824436000
2021-02-26,13.676801681518555,13.816416237507147,13.324273025541691,13.71469638167772,500932000
2021-03-01,13.803702354431152,13.886723564961258,13.5159955420236,13.83686081326145,353184000
2021-03-02,13.369399070739746,13.88223530907015,13.359177154508128,13.861791476606916,264116000
2021-03-03,12.769554138183594,13.414525920021216,12.763570112957732,13.389345841845765,377592000
2021-03-04,12.336244583129883,12.939332788726999,12.050532179367123,12.765561191735108,573344000
2021-03-05,12.42724609375,12.515502848468161,11.647145933179123,12.515502848468161,542840000
2021-03-08,11.561384201049805,12.436970172305145,11.534707165074408,12.415778809895029,543112000
2021-03-09,12.490143775939941,12.586411173731333,12.03025186800738,12.101081238362973,521824000
2021-03-10,12.438267707824707,12.948786365150458,12.427543741157464,12.809622157537113,384376000
2021-03-11,12.962255477905273,13.014879220865792,12.703878446520958,12.918860131645657,299916000
2021-03-12,12.82508659362793,12.85775797283578,12.559726418908703,12.617835826632309,243964000
2021-03-15,13.159531593322754,13.174994392196952,12.736551311019616,12.833816720833342,221988000
2021-03-16,13.25929069519043,13.48000826893051,13.085209825652294,13.324383242411827,272128000
2021-03-17,13.30916976928711,13.420899964632993,12.958265221766766,13.008394442841102,243864000
2021-03-18,12.691906929016113,13.152297359221292,12.68642031431901,13.104911921694212,293896000
2021-03-19,12.814862251281738,12.89043046052544,12.582173435760843,12.719342626753512,299208000
2021-03-22,13.154542922973633,13.36229222405252,12.875714983128155,12.88170107346451,297804000
2021-03-23,13.03931999206543,13.312411079207246,12.989938556697368,13.222378081333801,222048000
2021-03-24,12.612598419189453,13.127607658513135,12.606364018705296,13.119626522291313,245840000
2021-03-25,12.505107879638672,12.684176838550286,12.24249148281004,12.469444406077091,295144000
2021-03-26,12.808377265930176,12.82533658682851,12.343747433976715,12.524311970717228,363968000
2021-03-29,12.917113304138184,13.031088751095217,12.669460260549382,12.7894208455432,273520000
2021-03-30,12.840798377990723,12.944049866495922,12.674449391875307,12.811120044436988,200204000
2021-03-31,13.316152572631836,13.438108208887822,12.951281759841349,12.984202398913382,314776000
2021-04-01,13.778538703918457,13.836648110919834,13.47876041797206,13.539614559484464,308276000
2021-04-05,13.953866004943848,13.980302032176994,13.699977584620715,13.834154669761228,255672000
2021-04-06,13.828167915344238,14.02045439878815,13.74038017792357,13.966085824429404,191744000
2021-04-07,14.109490394592285,14.209249360422294,13.678529036394863,13.847371587915674,251284000
2021-04-08,14.282574653625488,14.436703160504113,14.21473737048933,14.218479152641445,244416000
2021-04-09,14.365372657775879,14.373353793516326,14.140914274880636,14.179820052085296,195172000
2021-04-12,15.172428131103516,15.315583398824293,14.105250615328751,14.255389020431952,869324000
2021-04-13,15.641798973083496,15.66224986441884,15.089380402048157,15.1948762146413,676212000
2021-04-14,15.240267753601074,15.682700949390519,15.190886309245496,15.587430581288732,385500000
2021-04-15,16.09844398498535,16.175258480240085,15.593909559737643,15.624835147832147,598480000
2021-04-16,15.874237060546875,16.12687821542396,15.827099932377852,16.014398330283544,335208000
2021-04-19,15.324811935424805,15.769490354274648,15.1963716702609,15.499142071927194,404420000
2021-04-20,15.134770393371582,15.459736511655237,14.927021094143807,15.286404377411316,334132000
2021-04-21,15.323564529418945,15.325559575615895,15.065935280538172,15.082395125198843,216776000
2021-04-22,14.814542770385742,15.401378481229317,14.74795274580977,15.338030763794844,277788000
2021-04-23,15.228543281555176,15.298125392787849,14.864421191368388,14.898338879130646,227500000
2021-04-26,15.440779685974121,15.441777684656092,15.088628858389958,15.148484994782953,197796000
2021-04-27,15.344762802124023,15.632818162892187,15.317578038871357,15.541039380564843,164572000
2021-04-28,15.240017890930176,15.49490435320835,15.178915428032598,15.327557336918415,209416000
2021-04-29,15.28790283203125,15.39938378813891,15.035261629277306,15.36297157225275,173196000
2021-04-30,14.973408699035645,15.328054107946565,14.960938945985912,15.138012864264331,201912000
2021-05-03,14.801074981689453,15.210088982164338,14.75194375369951,15.088631852500344,203912000
2021-05-04,14.316741943359375,14.602303765977911,13.976562277710713,14.602054504104792,405324000
2021-05-05,14.423734664916992,14.777881567524608,14.352905284395469,14.673632067472129,292024000
2021-05-06,14.488079071044922,14.536213251343705,14.183813093414063,14.460395780964397,193380000
2021-05-07,14.77663516998291,14.934753786767473,14.636472923412317,14.772645076908978,229328000
2021-05-10,14.23144817352295,14.770398976353079,14.215736112634747,14.751693870139158,268904000
2021-05-11,14.271848678588867,14.320232115929393,13.716936623027907,13.791756087059111,285584000
2021-05-12,13.725417137145996,14.225960648008476,13.676285911200809,13.97581304781882,303408000
2021-05-13,13.632392883300781,14.046894487905638,13.426638603762658,14.000006612561705,285404000
2021-05-14,14.208751678466797,14.293547327705214,13.71544058063384,13.856600805253224,258616000
2021-05-17,14.131436347961426,14.135177178231373,13.820187282100616,14.122956688705056,216980000
2021-05-18,13.982048988342285,14.369615051198068,13.970327020557445,14.232695122808254,186256000
2021-05-19,14.031926155090332,14.045643166519445,13.510682574927039,13.533876292615371,344000000
2021-05-20,14.577363967895508,14.648442606942425,14.23618631019407,14.26810895417662,321592000
2021-05-21,14.955699920654297,15.185396608759051,14.833744284334905,15.127286253137711,672992000
2021-05-24,15.574462890625,15.707142526296412,15.139510389289452,15.17592260566728,554816000
2021-05-25,15.610124588012695,15.780463681497867,15.445272109840682,15.728090147079744,435408000
2021-05-26,15.662246704101562,15.755771267563214,15.548770728486243,15.6964146033952,370440000
2021-05-27,15.450758934020996,15.712129037283383,15.42282638195373,15.661999810410894,581476000
2021-05-28,16.2054386138916,16.238360207751256,15.46372758635442,15.46372758635442,644536000
2021-06-01,16.22539520263672,16.348848357597735,15.86501382601704,16.230882770629005,472804000
2021-06-02,16.737905502319336,16.878068682105397,16.196461168659535,16.2131712272355,594168000
2021-06-03,16.928945541381836,17.217501361578147,16.543126215762054,16.66059325231189,580008000
2021-06-04,17.535982131958008,17.618531567781588,17.0543930159948,17.071350432831878,617120000
2021-06-07,17.576631546020508,17.76966675931509,17.15140798405468,17.528997800041044,575756000
